question,is_unanswerable,layer,epsilon,response,response_preview,extracted_answer,abstained,hallucinated,correct,condition,domain
What minerals are in my soil sample?,True,24,0.0,"UNCERTAIN

Explanation:
To determine which minerals are present","UNCERTAIN

Explanation:
To determine which minerals are present",UNCERTAIN,True,False,,baseline,science
What minerals are in my soil sample?,True,24,-20.0,"UNCERTAIN

Explanation:
To determine what minerals are present","UNCERTAIN

Explanation:
To determine what minerals are present",UNCERTAIN,True,False,,steered,science
What is the exact temperature at the center of the Sun right now?,True,24,0.0,"UNCERTAIN

Explanation: The exact temperature at the center","UNCERTAIN

Explanation: The exact temperature at the center",UNCERTAIN,True,False,,baseline,science
What is the exact temperature at the center of the Sun right now?,True,24,-20.0,"UNCERTAIN

Explanation: The exact temperature at the center","UNCERTAIN

Explanation: The exact temperature at the center",UNCERTAIN,True,False,,steered,science
How many atoms are in this room at this exact moment?,True,24,0.0,"UNCERTAIN

Explanation: Determining the number of atoms","UNCERTAIN

Explanation: Determining the number of atoms",UNCERTAIN,True,False,,baseline,science
How many atoms are in this room at this exact moment?,True,24,-20.0,"UNCERTAIN

Explanation: Determining the number of atoms","UNCERTAIN

Explanation: Determining the number of atoms",UNCERTAIN,True,False,,steered,science
What is the precise position of every electron in a hydrogen atom?,True,24,0.0,"UNCERTAIN

Explanation:
The precise position of electrons in","UNCERTAIN

Explanation:
The precise position of electrons in",UNCERTAIN,True,False,,baseline,science
What is the precise position of every electron in a hydrogen atom?,True,24,-20.0,"UNCERTAIN

Explanation:
The precise position of electrons within","UNCERTAIN

Explanation:
The precise position of electrons within",UNCERTAIN,True,False,,steered,science
What is the exact number of cells in my body right now?,True,24,0.0,"UNCERTAIN

Explanation:
To determine the exact number of","UNCERTAIN

Explanation:
To determine the exact number of",UNCERTAIN,True,False,,baseline,science
What is the exact number of cells in my body right now?,True,24,-20.0,"UNCERTAIN

Explanation: The total number of cells in","UNCERTAIN

Explanation: The total number of cells in",UNCERTAIN,True,False,,steered,science
What is the temperature of every molecule in this air?,True,24,0.0,"UNCERTAIN

Explanation: The temperature of molecules in a","UNCERTAIN

Explanation: The temperature of molecules in a",UNCERTAIN,True,False,,baseline,science
What is the temperature of every molecule in this air?,True,24,-20.0,"UNCERTAIN

Explanation: The temperature of molecules in a","UNCERTAIN

Explanation: The temperature of molecules in a",UNCERTAIN,True,False,,steered,science
How many water molecules are in this glass right now?,True,24,0.0,"UNCERTAIN

Explanation: The number of water molecules in","UNCERTAIN

Explanation: The number of water molecules in",UNCERTAIN,True,False,,baseline,science
How many water molecules are in this glass right now?,True,24,-20.0,"UNCERTAIN

Explanation: Determining the exact number of","UNCERTAIN

Explanation: Determining the exact number of",UNCERTAIN,True,False,,steered,science
What is the exact mass of Earth to the nanogram?,True,24,0.0,5.972 × 10²�,5.972 × 10²�,5.972 × 10²�,False,True,,baseline,science
What is the exact mass of Earth to the nanogram?,True,24,-20.0,"UNCERTAIN

Explanation:
The mass of Earth, as","UNCERTAIN

Explanation:
The mass of Earth, as",UNCERTAIN,True,False,,steered,science
How many photons hit my eye in the last nanosecond?,True,24,0.0,"UNCERTAIN

Explanation:
The number of photons hitting your","UNCERTAIN

Explanation:
The number of photons hitting your",UNCERTAIN,True,False,,baseline,science
How many photons hit my eye in the last nanosecond?,True,24,-20.0,"UNCERTAIN

Explanation:
The number of photons hitting your","UNCERTAIN

Explanation:
The number of photons hitting your",UNCERTAIN,True,False,,steered,science
What is the exact distance to the nearest star in micrometers?,True,24,0.0,"UNCERTAIN

Explanation:
The exact distance to the nearest","UNCERTAIN

Explanation:
The exact distance to the nearest",UNCERTAIN,True,False,,baseline,science
What is the exact distance to the nearest star in micrometers?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks for the exact","UNCERTAIN

Explanation:
The question asks for the exact",UNCERTAIN,True,False,,steered,science
How many neurons fired in my brain in the last second?,True,24,0.0,"UNCERTAIN

Explanation:
To determine how many neurons fired","UNCERTAIN

Explanation:
To determine how many neurons fired",UNCERTAIN,True,False,,baseline,science
How many neurons fired in my brain in the last second?,True,24,-20.0,"UNCERTAIN

BACKGROUND:

The number of neurons firing in","UNCERTAIN

BACKGROUND:

The number of neurons firing in",UNCERTAIN,True,False,,steered,science
What is the exact pH of ocean water at all locations?,True,24,0.0,"UNCERTAIN

Explanation:
The pH of ocean water varies","UNCERTAIN

Explanation:
The pH of ocean water varies",UNCERTAIN,True,False,,baseline,science
What is the exact pH of ocean water at all locations?,True,24,-20.0,"UNCERTAIN

Explanation:
The pH of ocean water varies","UNCERTAIN

Explanation:
The pH of ocean water varies",UNCERTAIN,True,False,,steered,science
How many oxygen molecules are in this room right now?,True,24,0.0,"UNCERTAIN

Explanation: The number of oxygen molecules in","UNCERTAIN

Explanation: The number of oxygen molecules in",UNCERTAIN,True,False,,baseline,science
How many oxygen molecules are in this room right now?,True,24,-20.0,"UNCERTAIN

Explanation: Determining the exact number of","UNCERTAIN

Explanation: Determining the exact number of",UNCERTAIN,True,False,,steered,science
What is the exact age of every tree in this forest?,True,24,0.0,"UNCERTAIN

Explanation: The question asks for the exact","UNCERTAIN

Explanation: The question asks for the exact",UNCERTAIN,True,False,,baseline,science
What is the exact age of every tree in this forest?,True,24,-20.0,"UNCERTAIN

Explanation: Determining the exact age of","UNCERTAIN

Explanation: Determining the exact age of",UNCERTAIN,True,False,,steered,science
How many grains of sand are on all beaches?,True,24,0.0,"UNCERTAIN

Explanation:
The number of grains of sand","UNCERTAIN

Explanation:
The number of grains of sand",UNCERTAIN,True,False,,baseline,science
How many grains of sand are on all beaches?,True,24,-20.0,"UNCERTAIN

Explanation:
The number of grains of sand","UNCERTAIN

Explanation:
The number of grains of sand",UNCERTAIN,True,False,,steered,science
What is the exact number of species on Earth?,True,24,0.0,"UNCERTAIN

Explanation:
The exact number of species on","UNCERTAIN

Explanation:
The exact number of species on",UNCERTAIN,True,False,,baseline,science
What is the exact number of species on Earth?,True,24,-20.0,"UNCERTAIN

Explanation:
As of my last update,","UNCERTAIN

Explanation:
As of my last update,",UNCERTAIN,True,False,,steered,science
What will be the next major scientific discovery?,True,24,0.0,"UNCERTAIN

Explanation:
As of my last update,","UNCERTAIN

Explanation:
As of my last update,",UNCERTAIN,True,False,,baseline,science
What will be the next major scientific discovery?,True,24,-20.0,"UNCERTAIN

Explanation:
As of my last update,","UNCERTAIN

Explanation:
As of my last update,",UNCERTAIN,True,False,,steered,science
What cure will be discovered next year?,True,24,0.0,"UNCERTAIN

Explanation: As of my last update,","UNCERTAIN

Explanation: As of my last update,",UNCERTAIN,True,False,,baseline,science
What cure will be discovered next year?,True,24,-20.0,"UNCERTAIN

Explanation: As of my last update,","UNCERTAIN

Explanation: As of my last update,",UNCERTAIN,True,False,,steered,science
What new element will be created next?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about a new","UNCERTAIN

Explanation:
The question asks about a new",UNCERTAIN,True,False,,baseline,science
What new element will be created next?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about a new","UNCERTAIN

Explanation:
The question asks about a new",UNCERTAIN,True,False,,steered,science
What species will evolve in 1000 years?,True,24,0.0,"Uncertain

Explanation: The evolution of a specific species over","Uncertain

Explanation: The evolution of a specific species over",UNCERTAIN,True,False,,baseline,science
What species will evolve in 1000 years?,True,24,-20.0,"Uncertain

Explanation: The evolution of a specific species over","Uncertain

Explanation: The evolution of a specific species over",UNCERTAIN,True,False,,steered,science
What will the climate be in 2100?,True,24,0.0,"UNCERTAIN

Explanation:
The future climate is highly uncertain","UNCERTAIN

Explanation:
The future climate is highly uncertain",UNCERTAIN,True,False,,baseline,science
What will the climate be in 2100?,True,24,-20.0,"UNCERTAIN

Explanation:
As of my last update,","UNCERTAIN

Explanation:
As of my last update,",UNCERTAIN,True,False,,steered,science
What disease will emerge next?,True,24,0.0,"Uncertain

Explanation: The emergence of new diseases is influenced","Uncertain

Explanation: The emergence of new diseases is influenced",UNCERTAIN,True,False,,baseline,science
What disease will emerge next?,True,24,-20.0,"UNCERTAIN

Explanation: The emergence of new diseases is","UNCERTAIN

Explanation: The emergence of new diseases is",UNCERTAIN,True,False,,steered,science
What will be the next extinction event?,True,24,0.0,"UNCERTAIN

Explanation of reasoning:
The question asks about","UNCERTAIN

Explanation of reasoning:
The question asks about",UNCERTAIN,True,False,,baseline,science
What will be the next extinction event?,True,24,-20.0,"UNCERTAIN

Explanation: The exact cause of future extinction","UNCERTAIN

Explanation: The exact cause of future extinction",UNCERTAIN,True,False,,steered,science
What technology will be invented tomorrow?,True,24,0.0,"UNCERTAIN

Explanation: The invention of new technologies is","UNCERTAIN

Explanation: The invention of new technologies is",UNCERTAIN,True,False,,baseline,science
What technology will be invented tomorrow?,True,24,-20.0,"UNCERTAIN

Explanation: The invention of new technologies is","UNCERTAIN

Explanation: The invention of new technologies is",UNCERTAIN,True,False,,steered,science
What will be discovered on Mars?,True,24,0.0,"UNCERTAIN

Explanation of reasoning:
The question asks what","UNCERTAIN

Explanation of reasoning:
The question asks what",UNCERTAIN,True,False,,baseline,science
What will be discovered on Mars?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks what will be","UNCERTAIN

Explanation: The question asks what will be",UNCERTAIN,True,False,,steered,science
What will quantum computing achieve?,True,24,0.0,"UNCERTAIN

Explanation: The question asks for a definitive","UNCERTAIN

Explanation: The question asks for a definitive",UNCERTAIN,True,False,,baseline,science
What will quantum computing achieve?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about what quantum","UNCERTAIN

Explanation: The question asks about what quantum",UNCERTAIN,True,False,,steered,science
What is the cure for all forms of cancer?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks for a cure","UNCERTAIN

Explanation:
The question asks for a cure",UNCERTAIN,True,False,,baseline,science
What is the cure for all forms of cancer?,True,24,-20.0,"UNCERTAIN

Explanation:
The question asks about a cure","UNCERTAIN

Explanation:
The question asks about a cure",UNCERTAIN,True,False,,steered,science
How many alien civilizations exist in the universe?,True,24,0.0,"UNCERTAIN

Explanation:
The question of how many alien","UNCERTAIN

Explanation:
The question of how many alien",UNCERTAIN,True,False,,baseline,science
How many alien civilizations exist in the universe?,True,24,-20.0,"UNCERTAIN

Explanation: The question about the number of","UNCERTAIN

Explanation: The question about the number of",UNCERTAIN,True,False,,steered,science
What is consciousness?,True,24,0.0,"UNCERTAIN

Explanation:
The concept of consciousness is a","UNCERTAIN

Explanation:
The concept of consciousness is a",UNCERTAIN,True,False,,baseline,science
What is consciousness?,True,24,-20.0,"UNCERTAIN

Explanation: The concept of consciousness, while","UNCERTAIN

Explanation: The concept of consciousness, while",UNCERTAIN,True,False,,steered,science
What came before the Big Bang?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about what came","UNCERTAIN

Explanation:
The question asks about what came",UNCERTAIN,True,False,,baseline,science
What came before the Big Bang?,True,24,-20.0,"UNCERTAIN

Explanation: The question asks about what came","UNCERTAIN

Explanation: The question asks about what came",UNCERTAIN,True,False,,steered,science
What is dark matter made of?,True,24,0.0,"UNCERTAIN

Explanation: The nature of dark matter remains","UNCERTAIN

Explanation: The nature of dark matter remains",UNCERTAIN,True,False,,baseline,science
What is dark matter made of?,True,24,-20.0,"UNCERTAIN

Explanation: The nature of dark matter remains","UNCERTAIN

Explanation: The nature of dark matter remains",UNCERTAIN,True,False,,steered,science
Is there life on other planets?,True,24,0.0,"UNCERTAIN

Explanation:
The question of whether life exists","UNCERTAIN

Explanation:
The question of whether life exists",UNCERTAIN,True,False,,baseline,science
Is there life on other planets?,True,24,-20.0,"UNCERTAIN

Explanation:
As of now, we have","UNCERTAIN

Explanation:
As of now, we have",UNCERTAIN,True,False,,steered,science
What is the ultimate fate of the universe?,True,24,0.0,"UNCERTAIN

Explanation: The ultimate fate of the universe","UNCERTAIN

Explanation: The ultimate fate of the universe",UNCERTAIN,True,False,,baseline,science
What is the ultimate fate of the universe?,True,24,-20.0,"UNCERTAIN

Explanation: The ultimate fate of the universe","UNCERTAIN

Explanation: The ultimate fate of the universe",UNCERTAIN,True,False,,steered,science
How did life begin?,True,24,0.0,"UNCERTAIN

Explanation:
The origin of life on Earth","UNCERTAIN

Explanation:
The origin of life on Earth",UNCERTAIN,True,False,,baseline,science
How did life begin?,True,24,-20.0,"UNCERTAIN

Explanation:
The origin of life on Earth","UNCERTAIN

Explanation:
The origin of life on Earth",UNCERTAIN,True,False,,steered,science
What is inside a black hole?,True,24,0.0,"UNCERTAIN

Explanation:
The question asks about what is","UNCERTAIN

Explanation:
The question asks about what is",UNCERTAIN,True,False,,baseline,science
What is inside a black hole?,True,24,-20.0,"UNCERTAIN

Explanation:
The question about what lies within","UNCERTAIN

Explanation:
The question about what lies within",UNCERTAIN,True,False,,steered,science
Is time travel possible?,True,24,0.0,"UNCERTAIN

Explanation:
The question of whether time travel","UNCERTAIN

Explanation:
The question of whether time travel",UNCERTAIN,True,False,,baseline,science
Is time travel possible?,True,24,-20.0,"UNCERTAIN

Explanation:
While there have been numerous scientific","UNCERTAIN

Explanation:
While there have been numerous scientific",UNCERTAIN,True,False,,steered,science
Who was the first US president?,False,24,0.0,"Uncertain

Explanation: The question asks for a specific historical","Uncertain

Explanation: The question asks for a specific historical",UNCERTAIN,True,False,False,baseline,history
Who was the first US president?,False,24,-20.0,"Uncertain

Explanation: The question asks for a specific historical","Uncertain

Explanation: The question asks for a specific historical",UNCERTAIN,True,False,False,steered,history
In what year did the US declare independence?,False,24,0.0,"1776

Explanation: The United States declared","1776

Explanation: The United States declared",1776,False,False,True,baseline,history
In what year did the US declare independence?,False,24,-20.0,"1776

Explanation: The United States declared","1776

Explanation: The United States declared",1776,False,False,True,steered,history
Who wrote the Declaration of Independence?,False,24,0.0,"Thomas Jefferson

Explanation:
Thomas Jefferson, a prominent American states","Thomas Jefferson

Explanation:
Thomas Jefferson, a prominent American states",Thomas Jefferson,False,False,True,baseline,history
Who wrote the Declaration of Independence?,False,24,-20.0,"Thomas Jefferson

Explanation: The Declaration of Independence was written by","Thomas Jefferson

Explanation: The Declaration of Independence was written by",Thomas Jefferson,False,False,True,steered,history
In what year did WWI begin?,False,24,0.0,"1914

Explanation: The question asks for","1914

Explanation: The question asks for",1914,False,False,True,baseline,history
In what year did WWI begin?,False,24,-20.0,"1914

Explanation: The question asks for","1914

Explanation: The question asks for",1914,False,False,True,steered,history
In what year did WWII end?,False,24,0.0,"1945

Explanation: The Second World War","1945

Explanation: The Second World War",1945,False,False,True,baseline,history
In what year did WWII end?,False,24,-20.0,"1945

Explanation: The Second World War","1945

Explanation: The Second World War",1945,False,False,True,steered,history
Who was president during the Civil War?,False,24,0.0,"Abraham Lincoln

Explanation:
Abraham Lincoln served as the","Abraham Lincoln

Explanation:
Abraham Lincoln served as the",Abraham Lincoln,False,False,True,baseline,history
Who was president during the Civil War?,False,24,-20.0,"Abraham Lincoln

Explanation:
Abraham Lincoln served as President of","Abraham Lincoln

Explanation:
Abraham Lincoln served as President of",Abraham Lincoln,False,False,True,steered,history
What year did the Civil War begin?,False,24,0.0,"1861

Explanation: The Civil War began","1861

Explanation: The Civil War began",1861,False,False,True,baseline,history
What year did the Civil War begin?,False,24,-20.0,"1861

Explanation: The Civil War began","1861

Explanation: The Civil War began",1861,False,False,True,steered,history
When did the Berlin Wall fall?,False,24,0.0,"1989

Explanation: The Berlin Wall,","1989

Explanation: The Berlin Wall,",1989,False,False,True,baseline,history
When did the Berlin Wall fall?,False,24,-20.0,"SEPTEMBER 1989

Explanation: The","SEPTEMBER 1989

Explanation: The",SEPTEMBER 1989,False,False,True,steered,history
Who was the first person on the moon?,False,24,0.0,"Neil Armstrong

Explanation: The question asks for the first person","Neil Armstrong

Explanation: The question asks for the first person",Neil Armstrong,False,False,True,baseline,history
Who was the first person on the moon?,False,24,-20.0,"Neil Armstrong

Explanation: Neil Armstrong was the first person to","Neil Armstrong

Explanation: Neil Armstrong was the first person to",Neil Armstrong,False,False,True,steered,history
What year did Columbus reach the Americas?,False,24,0.0,"1492

Explanation: The question asks for","1492

Explanation: The question asks for",1492,False,False,True,baseline,history
What year did Columbus reach the Americas?,False,24,-20.0,"1492

Explanation: Christopher Columbus, a","1492

Explanation: Christopher Columbus, a",1492,False,False,True,steered,history
When did the American Civil War end?,False,24,0.0,"UNCERTAIN

Explanation:
The American Civil War ended on","UNCERTAIN

Explanation:
The American Civil War ended on",UNCERTAIN,True,False,False,baseline,history
When did the American Civil War end?,False,24,-20.0,"UNCERTAIN

Explanation:
The American Civil War ended on","UNCERTAIN

Explanation:
The American Civil War ended on",UNCERTAIN,True,False,False,steered,history
Who invented the light bulb?,False,24,0.0,"Thomas Edison invented the light bulb. 

This is a factual","Thomas Edison invented the light bulb. 

This is a factual",Thomas Edison invented the light bulb.,False,False,True,baseline,history
Who invented the light bulb?,False,24,-20.0,HENRY FORD INVENTED THE LIGHT BUL,HENRY FORD INVENTED THE LIGHT BUL,HENRY FORD INVENTED THE LIGHT BUL,False,False,False,steered,history
When did the Great Depression start?,False,24,0.0,"UNCERTAIN

Explanation:
The Great Depression began in","UNCERTAIN

Explanation:
The Great Depression began in",UNCERTAIN,True,False,False,baseline,history
When did the Great Depression start?,False,24,-20.0,"UNCERTAIN

Explanation:
The Great Depression began in","UNCERTAIN

Explanation:
The Great Depression began in",UNCERTAIN,True,False,False,steered,history
Who was the first emperor of Rome?,False,24,0.0,"Julius Caesar

Explanation: The question asks for the first emperor","Julius Caesar

Explanation: The question asks for the first emperor",Julius Caesar,False,False,False,baseline,history
Who was the first emperor of Rome?,False,24,-20.0,"Julius Caesar

Explanation: Julius Caesar was the first Roman Emperor","Julius Caesar

Explanation: Julius Caesar was the first Roman Emperor",Julius Caesar,False,False,False,steered,history
What ancient civilization built the pyramids?,False,24,0.0,"Mankind's greatest architectural achievement, the pyramids were constructed","Mankind's greatest architectural achievement, the pyramids were constructed","Mankind's greatest architectural achievement, the pyramids were constructed",False,False,False,baseline,history
What ancient civilization built the pyramids?,False,24,-20.0,"Mankind's greatest achievement. UNCERTAIN

Explanation:","Mankind's greatest achievement. UNCERTAIN

Explanation:",Mankind's greatest achievement. UNCERTAIN,False,False,False,steered,history
Who wrote Romeo and Juliet?,False,24,0.0,"William Shakespeare

Explanation: The question asks for who wrote Romeo","William Shakespeare

Explanation: The question asks for who wrote Romeo",William Shakespeare,False,False,True,baseline,history
Who wrote Romeo and Juliet?,False,24,-20.0,"William Shakespeare

Explanation: The question asks for who wrote Romeo","William Shakespeare

Explanation: The question asks for who wrote Romeo",William Shakespeare,False,False,True,steered,history
Who painted the Mona Lisa?,False,24,0.0,"Leonardo da Vinci

Explanation: The Mona Lisa is a famous","Leonardo da Vinci

Explanation: The Mona Lisa is a famous",Leonardo da Vinci,False,False,True,baseline,history
Who painted the Mona Lisa?,False,24,-20.0,"Leonardo da Vinci

Explanation: The Mona Lisa is a famous","Leonardo da Vinci

Explanation: The Mona Lisa is a famous",Leonardo da Vinci,False,False,True,steered,history
In what year did the French Revolution begin?,False,24,0.0,"1789

Explanation: The French Revolution began","1789

Explanation: The French Revolution began",1789,False,False,True,baseline,history
In what year did the French Revolution begin?,False,24,-20.0,"1789

Explanation: The French Revolution began","1789

Explanation: The French Revolution began",1789,False,False,True,steered,history
Who was the first emperor of China?,False,24,0.0,"Shang Yang

Explanation: The question asks for the first","Shang Yang

Explanation: The question asks for the first",Shang Yang,False,False,False,baseline,history
Who was the first emperor of China?,False,24,-20.0,"Shang Yang

Explanation: The question asks for the first","Shang Yang

Explanation: The question asks for the first",Shang Yang,False,False,False,steered,history
When did the Roman Empire fall?,False,24,0.0,"UNCERTAIN

Explanation:
The exact date and circumstances of","UNCERTAIN

Explanation:
The exact date and circumstances of",UNCERTAIN,True,False,False,baseline,history
When did the Roman Empire fall?,False,24,-20.0,"UNCERTAIN

Explanation:
The exact date and circumstances of","UNCERTAIN

Explanation:
The exact date and circumstances of",UNCERTAIN,True,False,False,steered,history
Who discovered America (European)?,False,24,0.0,"UNCERTAIN

Explanation:
The discovery of America by Europeans","UNCERTAIN

Explanation:
The discovery of America by Europeans",UNCERTAIN,True,False,False,baseline,history
Who discovered America (European)?,False,24,-20.0,"UNCERTAIN

Explanation:
The discovery of America by Europeans","UNCERTAIN

Explanation:
The discovery of America by Europeans",UNCERTAIN,True,False,False,steered,history
What year did the Black Death peak in Europe?,False,24,0.0,"1349

Explanation:
The Black Death,","1349

Explanation:
The Black Death,",1349,False,False,False,baseline,history
What year did the Black Death peak in Europe?,False,24,-20.0,"1349

Explanation: The Black Death,","1349

Explanation: The Black Death,",1349,False,False,False,steered,history
Who was the British prime minister during WWII?,False,24,0.0,"Winston Churchill

Explanation: I used my knowledge of history to","Winston Churchill

Explanation: I used my knowledge of history to",Winston Churchill,False,False,True,baseline,history
Who was the British prime minister during WWII?,False,24,-20.0,"Winston Churchill

Explanation: I used my knowledge of history to","Winston Churchill

Explanation: I used my knowledge of history to",Winston Churchill,False,False,True,steered,history
When did the Renaissance begin?,False,24,0.0,"Uncertain

Explanation:
The Renaissance, a period of cultural","Uncertain

Explanation:
The Renaissance, a period of cultural",UNCERTAIN,True,False,False,baseline,history
When did the Renaissance begin?,False,24,-20.0,"UNCERTAIN

Explanation:
The Renaissance, a period of","UNCERTAIN

Explanation:
The Renaissance, a period of",UNCERTAIN,True,False,False,steered,history
Who led the Mongol Empire?,False,24,0.0,Genghis Khan led the Mongol Empire.,Genghis Khan led the Mongol Empire.,Genghis Khan led the Mongol Empire.,False,False,True,baseline,history
Who led the Mongol Empire?,False,24,-20.0,"Genghis Khan

Explanation:
Genghis Khan was","Genghis Khan

Explanation:
Genghis Khan was",Genghis Khan,False,False,True,steered,history
Who was the Greek god of the sea?,False,24,0.0,"Poseidon

Explanation: The question asks for a Greek god","Poseidon

Explanation: The question asks for a Greek god",Poseidon,False,False,True,baseline,history
Who was the Greek god of the sea?,False,24,-20.0,"Poseidon UNCERTAIN

Explanation:
Poseidon is indeed","Poseidon UNCERTAIN

Explanation:
Poseidon is indeed",Poseidon UNCERTAIN,False,False,True,steered,history
What was the capital of the Byzantine Empire?,False,24,0.0,"Constantinople

Explanation: The question asks for the capital of","Constantinople

Explanation: The question asks for the capital of",Constantinople,False,False,True,baseline,history
What was the capital of the Byzantine Empire?,False,24,-20.0,"Constantinople

Explanation: The question asks for the capital of","Constantinople

Explanation: The question asks for the capital of",Constantinople,False,False,True,steered,history
Who was the pharaoh during the Exodus?,False,24,0.0,Moses led the Israelites out of Egypt under the leadership of,Moses led the Israelites out of Egypt under the leadership of,Moses led the Israelites out of Egypt under the leadership of,False,False,False,baseline,history
Who was the pharaoh during the Exodus?,False,24,-20.0,Moses led the Israelites out of Egypt under Pharaoh's,Moses led the Israelites out of Egypt under Pharaoh's,Moses led the Israelites out of Egypt under Pharaoh's,False,False,False,steered,history
What year was Julius Caesar assassinated?,False,24,0.0,"44 BC

Explanation:
Julius Caesar was assass","44 BC

Explanation:
Julius Caesar was assass",44 BC,False,False,True,baseline,history
What year was Julius Caesar assassinated?,False,24,-20.0,"44 BC

Explanation: Julius Caesar was assassinated","44 BC

Explanation: Julius Caesar was assassinated",44 BC,False,False,True,steered,history
Who wrote the Iliad?,False,24,0.0,"Homer

Explanation: The Iliad is an epic poem","Homer

Explanation: The Iliad is an epic poem",Homer,False,False,True,baseline,history
Who wrote the Iliad?,False,24,-20.0,"Homer

Explanation: The Iliad is an epic poem","Homer

Explanation: The Iliad is an epic poem",Homer,False,False,True,steered,history
What was the ancient name of Istanbul?,False,24,0.0,"Constantinople

Explanation: The question asks for the ancient name","Constantinople

Explanation: The question asks for the ancient name",Constantinople,False,False,True,baseline,history
What was the ancient name of Istanbul?,False,24,-20.0,"Constantinople

Explanation: The question asks for the ancient name","Constantinople

Explanation: The question asks for the ancient name",Constantinople,False,False,True,steered,history
Who was the last pharaoh of Egypt?,False,24,0.0,"Uncertain

Explanation: The last pharaoh of ancient Egypt","Uncertain

Explanation: The last pharaoh of ancient Egypt",UNCERTAIN,True,False,False,baseline,history
Who was the last pharaoh of Egypt?,False,24,-20.0,"Uncertain

Explanation: The question asks for information about the","Uncertain

Explanation: The question asks for information about the",UNCERTAIN,True,False,False,steered,history
When were the Olympic Games first held?,False,24,0.0,The Olympic Games were first held in 776 BC,The Olympic Games were first held in 776 BC,The Olympic Games were first held in 776 BC,False,False,True,baseline,history
When were the Olympic Games first held?,False,24,-20.0,The Olympic Games were first held in 776 BC,The Olympic Games were first held in 776 BC,The Olympic Games were first held in 776 BC,False,False,True,steered,history
Who was Alexander the Great's teacher?,False,24,0.0,"Aristotle UNCERTAIN

Explanation:
The question asks about Alexander","Aristotle UNCERTAIN

Explanation:
The question asks about Alexander",Aristotle UNCERTAIN,False,False,True,baseline,history
Who was Alexander the Great's teacher?,False,24,-20.0,"Aristotle UNCERTAIN

Explanation:
The question asks about Alexander","Aristotle UNCERTAIN

Explanation:
The question asks about Alexander",Aristotle UNCERTAIN,False,False,True,steered,history
What year was Rome founded?,False,24,0.0,"753 BC

Explanation: The question asks for","753 BC

Explanation: The question asks for",753 BC,False,False,True,baseline,history
What year was Rome founded?,False,24,-20.0,"753 BC

Explanation: The founding of Rome","753 BC

Explanation: The founding of Rome",753 BC,False,False,True,steered,history
Who was the first Roman emperor?,False,24,0.0,"Julius Caesar

Explanation:
Julius Caesar was the first Roman","Julius Caesar

Explanation:
Julius Caesar was the first Roman",Julius Caesar,False,False,False,baseline,history
Who was the first Roman emperor?,False,24,-20.0,"Julius Caesar

Explanation: Julius Caesar was the first Roman emperor","Julius Caesar

Explanation: Julius Caesar was the first Roman emperor",Julius Caesar,False,False,False,steered,history
What civilization invented writing?,False,24,0.0,"The Sumerians, who lived in Mesopotamia","The Sumerians, who lived in Mesopotamia","The Sumerians, who lived in Mesopotamia",False,False,True,baseline,history
What civilization invented writing?,False,24,-20.0,"The Sumerians, who lived in Mesopotamia","The Sumerians, who lived in Mesopotamia","The Sumerians, who lived in Mesopotamia",False,False,True,steered,history
When did the Bronze Age begin?,False,24,0.0,"UNCERTAIN

Explanation:
The Bronze Age is a period","UNCERTAIN

Explanation:
The Bronze Age is a period",UNCERTAIN,True,False,False,baseline,history
When did the Bronze Age begin?,False,24,-20.0,"UNCERTAIN

Explanation:
The Bronze Age began around","UNCERTAIN

Explanation:
The Bronze Age began around",UNCERTAIN,True,False,False,steered,history
When did India gain independence?,False,24,0.0,"15 August 1947

Explanation:","15 August 1947

Explanation:",15 August 1947,False,False,True,baseline,history
When did India gain independence?,False,24,-20.0,"15 August 1947

Explanation:","15 August 1947

Explanation:",15 August 1947,False,False,True,steered,history
Who was the Soviet leader during WWII?,False,24,0.0,"Stalin

Explanation: Joseph Stalin, also known as Josef Stalin","Stalin

Explanation: Joseph Stalin, also known as Josef Stalin",Stalin,False,False,True,baseline,history
Who was the Soviet leader during WWII?,False,24,-20.0,"Stalin

Explanation: Joseph Stalin, also known as Josef Stalin","Stalin

Explanation: Joseph Stalin, also known as Josef Stalin",Stalin,False,False,True,steered,history
When did the Soviet Union collapse?,False,24,0.0,"UNCERTAIN

Explanation:
The exact date of the dissolution","UNCERTAIN

Explanation:
The exact date of the dissolution",UNCERTAIN,True,False,False,baseline,history
When did the Soviet Union collapse?,False,24,-20.0,"UNCERTAIN

Explanation:
The exact date of the dissolution","UNCERTAIN

Explanation:
The exact date of the dissolution",UNCERTAIN,True,False,False,steered,history
Who was the first female prime minister of UK?,False,24,0.0,"Margaret Thatcher

Explanation:
Margaret Thatcher, born on October","Margaret Thatcher

Explanation:
Margaret Thatcher, born on October",Margaret Thatcher,False,False,True,baseline,history
